,funding_total_usd,funding_rounds,time_between_first_last_funding,days_in_business,country_code_Other,country_code_USA,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
3908,-0.20625,0.0,0.0,-0.4089989888776542,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3909,1.0416666666666667,1.0,1.0985915492957747,0.7386248736097067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910,-0.20416666666666666,0.0,0.0,-0.5540950455005056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3911,-0.20677083333333332,0.0,0.0,-0.2391304347826087,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3912,-0.09712239583333333,0.0,0.0,-0.1890798786653185,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3913,-0.021484375,2.0,2.647887323943662,0.3695652173913043,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3914,2.7916666666666665,3.0,2.392605633802817,0.5540950455005056,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3915,0.5241125,0.0,0.0,-0.5540950455005056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3916,3.8541666666666665,2.0,2.8380281690140845,-0.15369059656218403,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3917,3.0208333333333335,1.0,2.742957746478873,2.954499494438827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3918,-0.166640625,1.0,1.9102112676056338,-0.2815975733063701,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3919,0.052083333333333336,0.0,0.0,0.923154701718908,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3920,0.0004692708333333333,2.0,1.244718309859155,-0.4246713852376138,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3921,-0.18772833333333333,1.0,0.2112676056338028,-0.48129423660262893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3922,0.1634915625,0.0,0.0,0.7386248736097067,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3923,-0.10078125,0.0,0.0,0.03538928210313448,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3924,0.7291666666666666,1.0,1.2570422535211268,-0.12285136501516683,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3925,-0.1875,1.0,0.352112676056338,-0.6304347826086957,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3926,7.781995416666667,8.0,4.598591549295775,0.923154701718908,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3927,6.809375,3.0,3.8327464788732395,0.7386248736097067,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3928,-0.07291666666666667,0.0,0.0,-0.5540950455005056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3929,-0.096875,0.0,0.0,0.4191102123356926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3930,-0.16887375,0.0,0.0,0.09302325581395349,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3931,-0.14739583333333334,1.0,0.05457746478873239,0.1698685540950455,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3932,0.4166666666666667,0.0,0.0,1.7856420626895855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3933,12.635416666666666,3.0,1.0545774647887325,0.43124368048533873,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,-0.20125,0.0,0.0,-0.7416582406471183,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3935,2.0520833333333335,1.0,0.4154929577464789,1.1081900910010112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3936,1.2083333333333333,1.0,0.48063380281690143,-0.8149646107178968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
