,funding_total_usd,country_code,funding_rounds,time_between_first_last_funding,days_in_business,status,Industry_Group_Biotechnology,Industry_Group_Commerce and Shopping,Industry_Group_Community and Lifestyle,Industry_Group_Health Care,Industry_Group_Information Technology,Industry_Group_Internet Services,Industry_Group_Other,Industry_Group_Software
264,23857750,Other,5,1057,1946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
265,6528902,USA,3,1250,3650,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
266,1613014,USA,1,0,6937,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,10000000,USA,1,0,1995,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,295000,Other,1,0,916,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,2450000,USA,5,810,1763,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
270,190035,Other,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
271,3107198,Other,1,0,1671,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
272,650000,Other,1,0,2045,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
273,1500000,USA,1,0,1368,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,11110000,USA,5,1071,2554,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
275,47566,Other,1,0,1824,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
276,20100000,Other,4,3007,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,1136548,Other,1,0,4746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,460775,USA,2,266,1093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
279,3989751,Other,3,610,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,9850000,USA,4,1018,3650,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
281,600000,USA,2,1448,2464,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
282,269260,Other,2,84,1034,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,18500000,Other,3,941,1318,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2100000,Other,1,0,2336,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
285,34000000,Other,3,1359,4207,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
286,100000,USA,1,0,1459,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
287,5100000,USA,1,0,1824,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,27000000,USA,2,76,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,140000,Other,2,150,1062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,12250000,USA,2,1013,2860,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,200000,Other,1,0,669,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
292,1500000,Other,2,0,2920,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,30000000,USA,1,0,561,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
294,79501,Other,2,184,696,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
295,15590000,USA,3,490,2615,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
296,2779980,USA,2,671,2700,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,24600000,Other,1,0,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,150000,Other,1,0,1673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,4500000,USA,2,54,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,17700000,USA,3,734,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,23800000,Other,2,323,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,100000,Other,1,0,913,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,20000000,Other,1,0,1490,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,317460,Other,1,0,1459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,30000000,Other,1,0,1946,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,4502251,Other,1,0,1855,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
307,63590263,Other,1,0,1765,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,19790000,Other,3,989,1551,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,1000000,Other,1,0,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,560000,Other,1,0,603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,81574271,Other,4,2424,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,35000000,USA,1,0,2889,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,105651,Other,2,63,2189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,75000000,Other,1,0,1246,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,20000,Other,1,0,1380,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,7575757,Other,1,0,2554,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,210000,Other,3,964,1780,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,80000,Other,2,49,2233,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,9600000,Other,2,1095,3956,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
320,70000,Other,1,0,1704,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
321,1432051,Other,3,334,1551,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,2800000,Other,2,440,2920,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
323,4100000,USA,2,47,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
324,900000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
325,10000000,Other,2,519,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,925000,USA,2,126,2038,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,435400,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,100000000,Other,1,0,2841,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,3500000,USA,1,0,1704,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
330,450000,Other,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,560248,Other,1,0,394,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,50000,USA,1,0,1368,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
333,500000,USA,1,0,2920,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,7550000,USA,2,608,3864,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,6410000,Other,1,0,5781,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,15000,Other,1,0,1761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
337,2500,Other,1,0,1158,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
338,110000000,USA,1,0,488,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2100002,USA,2,1692,3765,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,43138,Other,1,0,811,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,115837966,Other,1,0,1714,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
342,3000000,USA,1,0,2401,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,250000,USA,1,0,1759,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
344,96932,Other,2,690,1932,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
345,32142818,USA,2,613,2246,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,20000,USA,1,0,1123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
347,118000000,USA,4,3197,4107,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,502860000,USA,8,2410,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,25000000,USA,1,0,538,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,50000000,Other,2,433,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,1623640,Other,2,214,1034,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
352,16474,Other,1,0,697,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,350000,USA,1,0,5691,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,500000,USA,1,0,2920,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,6000000,USA,2,639,3104,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
356,20000000,USA,1,0,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,151022,Other,2,124,2038,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
358,4260000,Other,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,4900000,Other,1,0,679,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,1412834,Other,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
361,3356695,Other,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,500000,USA,1,0,5750,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
363,3500000,USA,1,0,1093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
364,4211031,USA,6,881,3650,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
365,825000,USA,1,0,1093,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,400988,Other,3,1251,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,1770000,Other,1,0,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
368,4540000,Other,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
369,4400000,USA,2,1095,6937,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
370,3355282,Other,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,875000,USA,5,346,1246,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,6790000,USA,2,729,9129,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
373,375000,Other,1,0,4381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,25000,Other,1,0,2947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,78799653,Other,2,324,6572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,147000,Other,1,0,1977,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
377,2000000,Other,1,0,2189,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,805908,Other,1,0,5476,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,1622347,Other,1,0,1680,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,19148000,USA,5,1319,2311,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
381,90000,Other,1,0,881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,2012700,USA,1,0,1491,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
383,4350000,USA,2,350,1093,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,39610000,USA,3,799,5690,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,2250180,USA,1,0,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,60000,USA,1,0,2175,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,1500000,USA,1,0,2554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
388,583000000,USA,4,2671,5842,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
389,9000000,USA,2,308,2920,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
390,6467283,USA,1,0,2920,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
391,8140565,Other,2,942,2920,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
392,3986362,Other,1,0,2189,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
393,25560400,Other,8,1926,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
394,14130737,USA,4,1189,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,500000,USA,1,0,6344,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,150000,USA,1,0,2303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,25930577,USA,5,762,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,50000,USA,1,0,1220,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
399,500000,USA,1,0,1759,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
400,12005448,USA,5,898,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
401,1273000,USA,1,0,3285,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,12000000,Other,1,0,2554,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,3000000,Other,1,0,2707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
404,98329011,Other,3,531,5476,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,1595000,Other,3,572,1822,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
406,510000000,USA,2,162,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,17087500,USA,3,1631,1058,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
408,4139407,USA,5,1265,2038,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
409,7618249,USA,3,232,3650,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
410,2100000,USA,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
411,2500000,Other,1,0,6056,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,450000,USA,1,0,2738,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
413,960000,USA,3,715,2038,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
414,1500000,Other,1,0,1459,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
415,422000000,Other,1,0,3522,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,50000,USA,1,0,3162,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,132500,USA,1,0,2554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,2757346,USA,3,1013,2495,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
419,4250000,USA,2,1249,2920,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
420,661000,Other,1,0,3285,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
421,20000000,USA,1,0,1224,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
422,1287963,Other,1,0,632,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
423,200000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
424,1200000,USA,1,0,684,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,1287963,Other,1,0,3285,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,28364818,USA,10,1644,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
427,4545754,Other,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,1300000,Other,1,0,2281,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
429,34300806,Other,1,0,5111,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,22009460,Other,1,0,4746,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,15000,USA,1,0,1390,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,23000000,USA,2,520,2554,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
433,762000,USA,1,0,1459,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
434,2338650,USA,1,0,2189,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
435,33500000,Other,2,887,3650,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,244600000,USA,2,2567,8764,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,368000,Other,1,0,4746,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,4499999,Other,1,0,4015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,17800000,USA,4,2155,2676,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
440,10000000,USA,1,0,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,50000,Other,1,0,1783,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
442,101385000,USA,2,722,1814,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
443,4000000,USA,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,16424363,Other,3,924,4168,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
445,131568,Other,2,92,1277,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
446,4710960,Other,1,0,2554,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
447,25090000,Other,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,770416,Other,3,1977,3681,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,25478613,USA,1,0,5111,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
450,31040000,Other,3,1609,4381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,1270000,Other,1,0,4381,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,50000000,USA,2,654,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
453,430000,USA,1,0,4015,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,3033472,Other,1,0,1428,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
455,63016244,USA,4,1504,4381,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
456,150000,USA,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,3255325,USA,2,874,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
458,150000,USA,1,0,1321,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
459,8500000,USA,2,522,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
460,50000,Other,1,0,2342,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
461,4045500,USA,3,1437,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
462,113701127,USA,6,1969,4381,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,457282,USA,7,703,2707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,5705841,USA,3,1488,5476,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
465,13410901,USA,2,65,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,28500000,USA,2,1477,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,25000000,USA,2,1674,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,1560000,Other,1,0,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469,4000000,USA,1,0,2189,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
470,20209960,Other,2,1548,3453,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,775000,USA,2,503,5111,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
472,2000000,Other,1,0,3080,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
473,1500000,USA,1,0,6937,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
474,25305000,USA,4,1915,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,3020000,USA,3,743,1824,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
476,138581610,USA,5,3326,5476,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,7131124,USA,3,700,3226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,13793098,USA,3,943,5111,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
479,7380000,USA,2,243,2373,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,30000000,USA,1,0,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,46900000,USA,1,0,6937,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
482,352500,USA,2,103,2189,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,3200000,USA,2,365,2920,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,1999998,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,4500000,Other,1,0,2686,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,250000,USA,1,0,1824,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,21376001,USA,6,989,4381,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
488,80157014,Other,1,0,1736,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,12000000,USA,1,0,1680,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,20000000,USA,2,798,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,2800000,USA,1,0,8033,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
492,4979639,USA,4,673,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
493,90000,USA,2,67,1428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,33331814,USA,3,1280,8033,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,53744444,USA,4,1573,3285,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
496,20600000,USA,2,156,1093,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,1200000,USA,1,0,2920,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,4000000,USA,1,0,3563,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,158000,Other,2,382,1034,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
500,8500000,Other,2,542,2403,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,34072000,USA,4,1300,4746,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,150000,USA,2,127,968,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,200000,Other,1,0,2050,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
504,32000000,USA,2,1390,7668,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
505,3315000,USA,1,0,5842,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
506,1000000,USA,1,0,5476,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,12024769,USA,3,1099,2189,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,650000,USA,1,0,8764,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,760000,USA,1,0,1824,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
510,110640466,USA,9,3759,7303,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,12050000,Other,4,1637,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
512,8033458,Other,1,0,7303,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513,6321095,Other,1,0,2920,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
514,1000000,Other,2,393,1062,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,2500000,USA,1,0,5386,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,67000000,USA,3,28,1114,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,4277507,USA,2,890,4015,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
518,2100000,USA,1,0,6572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
519,32655000,USA,8,2058,3956,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,329695,Other,1,0,1824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
521,15000000,Other,1,0,462,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,200000,USA,1,0,719,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
523,8198838,USA,4,2299,5111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,30500000,USA,2,921,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525,1245092,USA,3,1495,3650,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
526,104594,Other,1,0,2189,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
527,18700000,USA,5,1397,3285,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,75000,USA,1,0,2189,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
529,8700000,USA,1,0,6207,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
530,93654902,USA,5,1487,2228,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
531,2090000,USA,1,0,2546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,600000,USA,1,0,1093,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
533,4880000,Other,1,0,5842,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,737630,USA,2,266,1715,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,3638201,USA,1,0,3650,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
536,41250,Other,1,0,895,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
537,4294788,Other,1,0,881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,151250000,USA,6,1458,2920,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,5280000,USA,1,0,6207,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
540,30000,Other,1,0,2554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,100905707,USA,3,2355,4381,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
